year,mon,yearmon,num,sdev,obvs
1804,3,1804.206,80,-1,-1
1804,4,1804.29,84.3,-1,-1
1804,5,1804.373,55.7,-1,-1
1804,6,1804.456,58,-1,-1
1804,7,1804.54,49.7,-1,-1
1804,8,1804.624,71.8,-1,-1
1804,9,1804.708,88.3,-1,-1
1804,10,1804.791,103.8,-1,-1
1804,11,1804.874,101.7,-1,-1
1804,12,1804.958,100,-1,-1
1805,1,1805.042,101.7,-1,-1
1805,2,1805.123,73.5,-1,-1
1805,3,1805.204,85.7,-1,-1
1805,4,1805.288,62.5,-1,-1
1805,5,1805.371,65,-1,-1
1805,6,1805.455,67.5,-1,-1
1805,7,1805.538,62.7,-1,-1
1805,8,1805.623,71.2,-1,-1
1805,9,1805.707,74,-1,-1
1805,10,1805.79,49,-1,-1
1805,11,1805.874,68.3,-1,-1
1805,12,1805.958,63.8,-1,-1
1806,1,1806.042,65,-1,-1
1806,2,1806.123,49.3,-1,-1
1806,3,1806.204,54.5,-1,-1
1806,4,1806.288,46.2,-1,-1
1806,5,1806.371,44,-1,-1
1806,6,1806.455,42.7,-1,-1
1806,7,1806.538,50,-1,-1
1806,8,1806.623,43.8,-1,-1
1806,9,1806.707,40,-1,-1
1806,10,1806.79,45,-1,-1
1806,11,1806.874,41.7,-1,-1
1806,12,1806.958,40,-1,-1
1807,1,1807.042,20,-1,-1
1807,2,1807.123,20.3,-1,-1
1807,3,1807.204,16,-1,-1
1807,4,1807.288,39.7,-1,-1
1807,5,1807.371,16.7,-1,-1
1807,6,1807.455,20,-1,-1
1807,7,1807.538,21.2,-1,-1
1807,8,1807.623,20,-1,-1
1807,9,1807.707,9.5,-1,-1
1807,10,1807.79,13.3,-1,-1
1807,11,1807.874,4.3,-1,-1
1807,12,1807.958,0,-1,-1
1808,1,1808.042,0,-1,-1
1808,2,1808.124,7.5,-1,-1
1808,3,1808.206,0,-1,-1
1808,4,1808.29,20.5,-1,-1
1808,5,1808.373,22.5,-1,-1
1808,6,1808.456,22.5,-1,-1
1808,7,1808.54,11.2,-1,-1
1808,8,1808.624,13.3,-1,-1
1808,9,1808.708,19.5,-1,-1
1808,10,1808.791,7.8,-1,-1
1808,11,1808.874,17.5,-1,-1
1808,12,1808.958,20.5,-1,-1
1809,1,1809.042,12,-1,-1
1809,2,1809.123,15.3,-1,-1
1809,3,1809.204,1.5,-1,-1
1809,4,1809.288,4.2,-1,-1
1809,5,1809.371,3.3,-1,-1
1809,6,1809.455,12.8,-1,-1
1809,7,1809.538,0.5,-1,-1
1809,8,1809.623,0.3,-1,-1
1809,9,1809.707,0.7,-1,-1
1809,10,1809.79,0,-1,-1
1809,11,1809.874,0,-1,-1
1809,12,1809.958,0,-1,-1
1810,1,1810.042,0,-1,-1
1810,2,1810.123,0,-1,-1
1810,3,1810.204,0,-1,-1
1810,4,1810.288,0,-1,-1
1810,5,1810.371,0,-1,-1
1810,6,1810.455,0,-1,-1
1810,7,1810.538,0,-1,-1
1810,8,1810.623,0,-1,-1
1810,9,1810.707,0,-1,-1
1810,10,1810.79,0,-1,-1
1810,11,1810.874,0,-1,-1
1810,12,1810.958,0,-1,-1
1811,1,1811.042,0,-1,-1
1811,2,1811.123,0,-1,-1
1811,3,1811.204,0,-1,-1
1811,4,1811.288,0,-1,-1
1811,5,1811.371,0,-1,-1
1811,6,1811.455,0,-1,-1
1811,7,1811.538,11,-1,-1
1811,8,1811.623,0,-1,-1
1811,9,1811.707,4,-1,-1
1811,10,1811.79,10.2,-1,-1
1811,11,1811.874,1.3,-1,-1
1811,12,1811.958,1.8,-1,-1
1812,1,1812.042,18.8,-1,-1
1812,2,1812.124,3.2,-1,-1
1812,3,1812.206,1.2,-1,-1
1812,4,1812.29,0,-1,-1
1812,5,1812.373,1.7,-1,-1
1812,6,1812.456,2.2,-1,-1
1812,7,1812.54,0.8,-1,-1
1812,8,1812.624,26,-1,-1
1812,9,1812.708,8.7,-1,-1
1812,10,1812.791,6.5,-1,-1
1812,11,1812.874,13.2,-1,-1
1812,12,1812.958,16.8,-1,-1
1813,1,1813.042,0,-1,-1
1813,2,1813.123,17.2,-1,-1
1813,3,1813.204,3.2,-1,-1
1813,4,1813.288,27.7,-1,-1
1813,5,1813.371,9.2,-1,-1
1813,6,1813.455,18.7,-1,-1
1813,7,1813.538,30.5,-1,-1
1813,8,1813.623,14,-1,-1
1813,9,1813.707,25.5,-1,-1
1813,10,1813.79,46.3,-1,-1
1813,11,1813.874,27.8,-1,-1
1813,12,1813.958,23.8,-1,-1
1814,1,1814.042,37,-1,-1
1814,2,1814.123,20,-1,-1
1814,3,1814.204,9.5,-1,-1
1814,4,1814.288,39.7,-1,-1
1814,5,1814.371,9.7,-1,-1
1814,6,1814.455,24.8,-1,-1
1814,7,1814.538,30.8,-1,-1
1814,8,1814.623,3.8,-1,-1
1814,9,1814.707,13.5,-1,-1
1814,10,1814.79,32.2,-1,-1
1814,11,1814.874,24.2,-1,-1
1814,12,1814.958,33.5,-1,-1
1815,1,1815.042,32,-1,-1
1815,2,1815.123,53.7,-1,-1
1815,3,1815.204,43.7,-1,-1
1815,4,1815.288,52.7,-1,-1
1815,5,1815.371,16.3,-1,-1
1815,6,1815.455,93.2,-1,-1
1815,7,1815.538,59.2,-1,-1
1815,8,1815.623,78.7,-1,-1
1815,9,1815.707,52.5,-1,-1
1815,10,1815.79,55.8,-1,-1
1815,11,1815.874,62,-1,-1
1815,12,1815.958,108.3,-1,-1
1816,1,1816.042,43.8,-1,-1
1816,2,1816.124,114.7,-1,-1
1816,3,1816.206,122.8,-1,-1
1816,4,1816.29,98,-1,-1
1816,5,1816.373,73.8,-1,-1
1816,6,1816.456,72.7,-1,-1
1816,7,1816.54,64.7,-1,-1
1816,8,1816.624,38.7,-1,-1
1816,9,1816.708,79.7,-1,-1
1816,10,1816.791,94,-1,-1
1816,11,1816.874,63.5,-1,-1
1816,12,1816.958,49.8,-1,-1
1817,1,1817.042,60.7,-1,-1
1817,2,1817.123,96.5,-1,-1
1817,3,1817.204,160.3,-1,-1
1817,4,1817.288,44,-1,-1
1817,5,1817.371,35.3,-1,-1
1817,6,1817.455,66.7,-1,-1
1817,7,1817.538,83.3,-1,-1
1817,8,1817.623,75,-1,-1
1817,9,1817.707,61.2,-1,-1
1817,10,1817.79,42.7,-1,-1
1817,11,1817.874,48.2,-1,-1
1817,12,1817.958,47.3,-1,-1
1818,1,1818.042,58.1,9.7,8
1818,2,1818.123,37.4,7.8,14
1818,3,1818.204,42.4,8.3,14
1818,4,1818.288,57.5,9.6,21
1818,5,1818.371,88.5,11.9,25
1818,6,1818.455,60.8,9.9,25
1818,7,1818.538,46.8,8.7,21
1818,8,1818.623,52.6,9.2,20
1818,9,1818.707,43.4,8.3,18
1818,10,1818.79,52.8,9.2,22
1818,11,1818.874,18.3,5.5,12
1818,12,1818.958,43,8.4,13
1819,1,1819.042,54.7,9.4,12
1819,2,1819.123,34.6,7.5,10
1819,3,1819.204,6.3,3.6,23
1819,4,1819.288,33.7,7.4,23
1819,5,1819.371,32.6,7.3,31
1819,6,1819.455,58.3,9.7,23
1819,7,1819.538,52.5,9.2,15
1819,8,1819.623,43.5,8.4,24
1819,9,1819.707,24.8,6.4,27
1819,10,1819.79,45.9,8.6,22
1819,11,1819.874,41.8,8.3,19
1819,12,1819.958,50.9,9.1,20
1820,1,1820.042,32,7.3,19
1820,2,1820.124,44.4,8.4,14
1820,3,1820.206,7.5,3.9,23
1820,4,1820.29,32.3,7.3,19
1820,5,1820.373,48.9,8.8,20
1820,6,1820.456,17.9,5.6,25
1820,7,1820.54,34.1,7.4,7
1820,8,1820.624,43.1,8.3,17
1820,9,1820.708,8.6,4,25
1820,10,1820.791,14.9,5.2,26
1820,11,1820.874,13.2,4.8,13
1820,12,1820.958,15.1,5.2,16
1821,1,1821.042,36,7.6,8
1821,2,1821.123,7,3.8,24
1821,3,1821.204,9.5,4.2,29
1821,4,1821.288,15.2,5.2,18
1821,5,1821.371,2.8,2.8,31
1821,6,1821.455,3,2.9,29
1821,7,1821.538,4.3,3.2,24
1821,8,1821.623,8,3.9,26
1821,9,1821.707,7.3,3.9,29
1821,10,1821.79,31.4,7.2,28
1821,11,1821.874,7.3,3.9,27
1821,12,1821.958,0.4,2.1,31
1822,1,1822.042,0,2,31
1822,2,1822.123,1.5,2.5,28
1822,3,1822.204,26.9,6.6,28
1822,4,1822.288,21.7,6,26
1822,5,1822.371,2.4,2.8,30
1822,6,1822.455,9.3,4.2,29
1822,7,1822.538,13.2,4.9,29
1822,8,1822.623,3.4,3,31
1822,9,1822.707,0,2,30
1822,10,1822.79,0.6,2.2,31
1822,11,1822.874,0,2,30
1822,12,1822.958,0,2,30
1823,1,1823.042,0,2,31
1823,2,1823.123,0,2,28
1823,3,1823.204,1,2.3,29
1823,4,1823.288,0,2,30
1823,5,1823.371,0,2,25
1823,6,1823.455,0,2,23
1823,7,1823.538,0.8,2.2,24
1823,8,1823.623,0,2,27
1823,9,1823.707,0,2,27
1823,10,1823.79,0,2,20
1823,11,1823.874,0,2,20
1823,12,1823.958,34,7.4,18
1824,1,1824.042,36,7.6,3
1824,2,1824.124,18,4.8,0
1824,3,1824.206,0,2,21
1824,4,1824.29,32.3,7.2,8
1824,5,1824.373,4.6,3.3,19
1824,6,1824.456,0,2,25
1824,7,1824.54,0,2,21
1824,8,1824.624,2.3,2.7,15
1824,9,1824.708,34.3,7.5,19
1824,10,1824.791,42,8.2,25
1824,11,1824.874,0,2,18
1824,12,1824.958,1.4,2.4,20
1825,1,1825.042,8.4,4.1,29
1825,2,1825.123,25.9,6.6,24
1825,3,1825.204,37.4,7.8,27
1825,4,1825.288,6.2,3.6,25
1825,5,1825.371,25.8,6.4,25
1825,6,1825.455,25.6,6.5,28
1825,7,1825.538,51.5,9.1,30
1825,8,1825.623,42.8,8.3,30
1825,9,1825.707,26.2,6.6,26
1825,10,1825.79,26,6.6,25
1825,11,1825.874,19.6,5.7,18
1825,12,1825.958,36.7,7.7,23
1826,1,1826.042,29.4,6.9,21
1826,2,1826.123,30.2,7,25
1826,3,1826.204,61.3,9.9,28
1826,4,1826.288,40,8.1,27
1826,5,1826.371,53.9,9.3,30
1826,6,1826.455,61.7,10,29
1826,7,1826.538,87.5,11.9,30
1826,8,1826.623,66,10.4,31
1826,9,1826.707,31.6,7.2,30
1826,10,1826.79,84.4,11.6,28
1826,11,1826.874,65.8,10.3,22
1826,12,1826.958,113.6,13.5,19
1827,1,1827.042,57.7,9.7,23
1827,2,1827.123,79,11.3,25
1827,3,1827.204,96.3,12.4,28
1827,4,1827.288,76.7,11.1,27
1827,5,1827.371,93.8,12.3,30
1827,6,1827.455,94.4,12.3,26
1827,7,1827.538,70.4,10.6,31
1827,8,1827.623,89.4,12,29
1827,9,1827.707,82.6,11.5,30
1827,10,1827.79,93.5,12.2,27
1827,11,1827.874,80.4,11.4,20
1827,12,1827.958,76.8,11.1,25
1828,1,1828.042,88,11.9,18
1828,2,1828.124,107.3,13.1,22
1828,3,1828.206,108.5,13.2,24
1828,4,1828.29,101.9,12.8,29
1828,5,1828.373,148.6,15.5,27
1828,6,1828.456,163.4,16.2,26
1828,7,1828.54,90.4,12,31
1828,8,1828.624,127.3,14.3,31
1828,9,1828.708,83.9,11.6,30
1828,10,1828.791,91.1,12.1,26
1828,11,1828.874,95,12.3,22
1828,12,1828.958,78.1,11.2,15
1829,1,1829.042,71.6,10.7,14
1829,2,1829.123,82.3,11.5,20
1829,3,1829.204,120.6,13.9,26
1829,4,1829.288,158.4,15.9,29
1829,5,1829.371,112.3,13.4,29
1829,6,1829.455,123.2,14.1,28
1829,7,1829.538,151.5,15.6,28
1829,8,1829.623,129.3,14.4,27
1829,9,1829.707,88,11.9,26
1829,10,1829.79,95.3,12.4,23
1829,11,1829.874,112.7,13.4,19
1829,12,1829.958,94.1,12.3,22
1830,1,1830.042,87,11.8,17
1830,2,1830.123,120.1,13.9,18
1830,3,1830.204,141,15.1,20
1830,4,1830.288,177.3,16.9,26
1830,5,1830.371,110.5,13.3,28
1830,6,1830.455,108.4,13.2,27
1830,7,1830.538,73.2,10.8,26
1830,8,1830.623,84.6,11.7,25
1830,9,1830.707,103.4,12.9,24
1830,10,1830.79,140.6,15,25
1830,11,1830.874,135.4,14.7,19
1830,12,1830.958,136.8,14.8,13
1831,1,1831.042,79,11.3,22
1831,2,1831.123,83.6,11.6,21
1831,3,1831.204,155.8,15.8,25
1831,4,1831.288,90.9,12.1,27
1831,5,1831.371,63.4,10.1,31
1831,6,1831.455,55.6,9.4,27
1831,7,1831.538,75.4,11,29
1831,8,1831.623,91.6,12.1,28
1831,9,1831.707,63.2,10.1,22
1831,10,1831.79,77.1,11.1,23
1831,11,1831.874,72.5,10.8,15
1831,12,1831.958,48.3,8.8,15
1832,1,1832.042,51.5,9.1,11
1832,2,1832.124,92.6,12.2,23
1832,3,1832.206,91.9,12.1,21
1832,4,1832.29,44.8,8.5,27
1832,5,1832.373,68.9,10.5,28
1832,6,1832.456,44.5,8.4,22
1832,7,1832.54,23.3,6.2,25
1832,8,1832.624,14.8,5.1,31
1832,9,1832.708,13.7,4.9,29
1832,10,1832.791,35.2,7.5,25
1832,11,1832.874,23.8,6.2,18
1832,12,1832.958,45.8,8.6,17
1833,1,1833.042,18.7,5.7,22
1833,2,1833.123,24.9,6.5,21
1833,3,1833.204,19.6,5.8,19
1833,4,1833.288,4.6,3.3,27
1833,5,1833.371,21.5,6,28
1833,6,1833.455,1.7,2.5,30
1833,7,1833.538,11.6,4.6,27
1833,8,1833.623,9.5,4.2,30
1833,9,1833.707,19.3,5.8,16
1833,10,1833.79,12.5,4.7,29
1833,11,1833.874,9.8,4.2,24
1833,12,1833.958,16.6,5.3,19
1834,1,1834.042,8.2,4,11
1834,2,1834.123,30.1,7,20
1834,3,1834.204,6.5,3.7,24
1834,4,1834.288,2.4,2.7,25
1834,5,1834.371,14.8,5,30
1834,6,1834.455,13.1,4.8,28
1834,7,1834.538,14.4,5,22
1834,8,1834.623,6.6,3.7,29
1834,9,1834.707,19.2,5.6,21
1834,10,1834.79,41.3,8.2,20
1834,11,1834.874,50.9,9.1,15
1834,12,1834.958,57.5,9.6,15
1835,1,1835.042,12.4,4.7,22
1835,2,1835.123,40.7,8.1,15
1835,3,1835.204,32.7,7.3,18
1835,4,1835.288,102.4,12.8,14
1835,5,1835.371,72.6,10.8,22
1835,6,1835.455,55.2,9.4,17
1835,7,1835.538,99.6,12.7,13
1835,8,1835.623,98.5,12.6,2
1835,9,1835.707,168,16.4,11
1835,10,1835.79,158.6,16,16
1835,11,1835.874,166.7,16.4,15
1835,12,1835.958,129.3,14.4,8
1836,1,1836.042,147.6,15.4,17
1836,2,1836.124,179.4,17,14
1836,3,1836.206,163.7,16.2,12
1836,4,1836.29,238,19.6,16
1836,5,1836.373,185.7,17.3,23
1836,6,1836.456,207.9,18.3,15
1836,7,1836.54,194.6,17.7,15
1836,8,1836.624,179.6,17,16
1836,9,1836.708,158.5,16,12
1836,10,1836.791,228.9,19.2,11
1836,11,1836.874,201.5,18,11
1836,12,1836.958,343.8,23.5,4
1837,1,1837.042,313.4,22.4,10
1837,2,1837.123,292.6,21.7,13
1837,3,1837.204,224.3,19,12
1837,4,1837.288,230.3,19.2,10
1837,5,1837.371,186.1,17.3,15
1837,6,1837.455,263.4,20.6,18
1837,7,1837.538,271.2,20.9,9
1837,8,1837.623,223.5,18.9,11
1837,9,1837.707,160.4,16.1,19
1837,10,1837.79,206.2,18.2,18
1837,11,1837.874,178.4,16.9,7
1837,12,1837.958,216.1,18.6,8
1838,1,1838.042,241.5,19.7,11
1838,2,1838.123,141.3,15.1,18
1838,3,1838.204,234.5,19.4,12
1838,4,1838.288,211.1,18.4,16
1838,5,1838.371,229.4,19.2,20
1838,6,1838.455,157.6,15.9,19
1838,7,1838.538,180.4,17,21
1838,8,1838.623,131.3,14.5,15
1838,9,1838.707,122.7,14,23
1838,10,1838.79,151.5,15.6,16
1838,11,1838.874,129.2,14.4,16
1838,12,1838.958,132.9,14.6,14
1839,1,1839.042,175.9,16.8,15
1839,2,1839.123,170.8,16.6,12
1839,3,1839.204,129.5,14.4,15
1839,4,1839.288,102.9,12.9,14
1839,5,1839.371,89.6,12,22
1839,6,1839.455,91.2,12.1,20
1839,7,1839.538,141.3,15.1,25
1839,8,1839.623,218.8,18.7,17
1839,9,1839.707,221.1,18.8,18
1839,10,1839.79,151.5,15.6,16
1839,11,1839.874,114.7,13.6,11
1839,12,1839.958,106.2,13.1,9
1840,1,1840.042,135.4,14.7,18
1840,2,1840.124,146.1,15.3,14
1840,3,1840.206,112.9,13.5,18
1840,4,1840.29,109.8,13.3,21
1840,5,1840.373,115.4,13.6,22
1840,6,1840.456,80.9,11.4,27
1840,7,1840.54,101,12.7,23
1840,8,1840.624,96.4,12.4,24
1840,9,1840.708,123.3,14.1,20
1840,10,1840.791,91.7,12.1,19
1840,11,1840.874,90.4,12,20
1840,12,1840.958,89.5,12,22
1841,1,1841.042,40.1,8.1,15
1841,2,1841.123,49.9,8.9,20
1841,3,1841.204,49.6,8.9,22
1841,4,1841.288,66.9,10.4,28
1841,5,1841.371,112.4,13.5,27
1841,6,1841.455,92.8,12.2,24
1841,7,1841.538,51.4,9.1,27
1841,8,1841.623,65.4,10.3,28
1841,9,1841.707,60.9,9.9,28
1841,10,1841.79,47.4,8.7,19
1841,11,1841.874,32.9,7.3,20
1841,12,1841.958,64.8,10.2,19
1842,1,1842.042,34,7.5,20
1842,2,1842.123,36.8,7.8,22
1842,3,1842.204,36.2,7.7,25
1842,4,1842.288,44.9,8.5,30
1842,5,1842.371,41.4,8.2,31
1842,6,1842.455,34.2,7.4,30
1842,7,1842.538,21,6,31
1842,8,1842.623,44.4,8.5,31
1842,9,1842.707,30.6,7.1,28
1842,10,1842.79,63.5,10.1,23
1842,11,1842.874,67.5,10.4,25
1842,12,1842.958,29.3,6.9,15
1843,1,1843.042,22.2,6.1,22
1843,2,1843.123,5.9,3.5,14
1843,3,1843.204,13.9,5,29
1843,4,1843.288,15.8,5.2,29
1843,5,1843.371,35.1,7.6,30
1843,6,1843.455,17.6,5.4,30
1843,7,1843.538,15.9,5.2,31
1843,8,1843.623,19.6,5.8,31
1843,9,1843.707,6.9,3.7,30
1843,10,1843.79,8.9,4.1,31
1843,11,1843.874,31.7,7.2,27
1843,12,1843.958,21.2,6,16
1844,1,1844.042,15.7,5.2,24
1844,2,1844.124,24.5,6.4,22
1844,3,1844.206,22.5,6.1,21
1844,4,1844.29,34.6,7.5,28
1844,5,1844.373,19.2,5.7,25
1844,6,1844.456,6.2,3.6,29
1844,7,1844.54,35.2,7.6,29
1844,8,1844.624,39.7,8.1,28
1844,9,1844.708,11.6,4.7,27
1844,10,1844.791,35.9,7.7,25
1844,11,1844.874,17.9,5.6,16
1844,12,1844.958,36,7.6,20
1845,1,1845.042,42.8,8.3,17
1845,2,1845.123,72.8,10.8,17
1845,3,1845.204,72.1,10.8,22
1845,4,1845.288,95,12.3,25
1845,5,1845.371,79.7,11.3,27
1845,6,1845.455,51.8,9.2,25
1845,7,1845.538,51,9.1,24
1845,8,1845.623,53.9,9.3,27
1845,9,1845.707,49.3,9,26
1845,10,1845.79,67.8,10.4,19
1845,11,1845.874,65.7,10.3,23
1845,12,1845.958,99.5,12.6,13
1846,1,1846.042,64.6,10.2,19
1846,2,1846.123,84.9,11.7,21
1846,3,1846.204,106.5,13.1,22
1846,4,1846.288,115.5,13.6,19
1846,5,1846.371,99.9,12.7,21
1846,6,1846.455,108.4,13.2,28
1846,7,1846.538,77.5,11.1,26
1846,8,1846.623,91.3,12.1,26
1846,9,1846.707,178.6,16.9,23
1846,10,1846.79,93.4,12.2,16
1846,11,1846.874,100.6,12.7,16
1846,12,1846.958,109.1,13.2,10
1847,1,1847.042,104.4,12.9,11
1847,2,1847.123,74.9,10.9,10
1847,3,1847.204,143,15.1,19
1847,4,1847.288,74.6,10.9,20
1847,5,1847.371,125.7,14.2,26
1847,6,1847.455,142.2,15.1,25
1847,7,1847.538,87.1,11.8,25
1847,8,1847.623,234.3,19.4,28
1847,9,1847.707,268.2,20.7,15
1847,10,1847.79,300.6,22,19
1847,11,1847.874,231.5,19.3,20
1847,12,1847.958,182.6,17.1,14
1848,1,1848.042,265.2,20.6,14
1848,2,1848.124,186.4,17.3,13
1848,3,1848.206,181.2,17.1,17
1848,4,1848.29,178.6,16.9,18
1848,5,1848.373,170.5,16.5,27
1848,6,1848.456,214.9,18.6,24
1848,7,1848.54,232,19.3,27
1848,8,1848.624,220.9,18.8,21
1848,9,1848.708,167.3,16.4,20
1848,10,1848.791,220.6,18.8,13
1848,11,1848.874,191,17.5,16
1848,12,1848.958,265.8,20.7,24
1849,1,1849.042,298.3,21.4,31
1849,2,1849.123,250.3,19.5,28
1849,3,1849.204,182.7,16.6,31
1849,4,1849.288,194.7,17.1,30
1849,5,1849.371,153.2,15.1,31
1849,6,1849.455,154.2,15.2,30
1849,7,1849.538,148.2,14.9,31
1849,8,1849.623,128.6,13.8,31
1849,9,1849.707,178,16.3,30
1849,10,1849.79,135.7,14.2,31
1849,11,1849.874,188.2,16.8,30
1849,12,1849.958,184.3,16.6,31
1850,1,1850.042,148.2,14.9,31
1850,2,1850.123,169.8,15.9,28
1850,3,1850.204,156.8,15.3,31
1850,4,1850.288,83.8,11.1,30
1850,5,1850.371,117,13.1,31
1850,6,1850.455,133,14.1,30
1850,7,1850.538,74.3,10.5,31
1850,8,1850.623,117,13.1,31
1850,9,1850.707,163.7,15.6,30
1850,10,1850.79,134.9,14.1,31
1850,11,1850.874,104.1,12.4,30
1850,12,1850.958,115.9,13.1,31
1851,1,1851.042,143.5,14.7,31
1851,2,1851.123,200.1,17.3,28
1851,3,1851.204,122.8,13.5,31
1851,4,1851.288,107.3,12.6,30
1851,5,1851.371,118.9,13.3,31
1851,6,1851.455,120,13.3,30
1851,7,1851.538,68.6,10,31
1851,8,1851.623,109,12.7,31
1851,9,1851.707,128.9,13.8,30
1851,10,1851.79,118.7,13.3,31
1851,11,1851.874,96.8,11.9,30
1851,12,1851.958,135.5,14.2,31
1852,1,1852.042,129.9,13.9,31
1852,2,1852.124,126.2,13.7,29
1852,3,1852.206,116.2,13.1,31
1852,4,1852.29,124.3,13.6,30
1852,5,1852.373,104.3,12.4,31
1852,6,1852.456,89,11.4,30
1852,7,1852.54,80,10.8,31
1852,8,1852.624,75.3,10.5,31
1852,9,1852.708,71.2,10.2,30
1852,10,1852.791,127.9,13.8,31
1852,11,1852.874,103.1,12.3,30
1852,12,1852.958,86.1,11.3,31
1853,1,1853.042,77.9,10.7,31
1853,2,1853.123,81.5,10.9,28
1853,3,1853.204,71.6,10.2,31
1853,4,1853.288,90.4,11.5,30
1853,5,1853.371,65.9,9.8,31
1853,6,1853.455,76,10.6,30
1853,7,1853.538,87.2,11.3,31
1853,8,1853.623,95.8,11.9,31
1853,9,1853.707,63.7,9.7,30
1853,10,1853.79,80.5,10.9,31
1853,11,1853.874,54.7,8.9,30
1853,12,1853.958,44.5,8,31
1854,1,1854.042,29.3,6.5,31
1854,2,1854.123,38,7.4,28
1854,3,1854.204,39.4,7.6,31
1854,4,1854.288,50.3,8.6,30
1854,5,1854.371,45.6,8.2,31
1854,6,1854.455,40.1,7.6,30
1854,7,1854.538,35.5,7.2,31
1854,8,1854.623,30.1,6.6,31
1854,9,1854.707,42.6,7.9,30
1854,10,1854.79,24.1,5.9,31
1854,11,1854.874,53.5,8.8,30
1854,12,1854.958,41.1,7.7,31
1855,1,1855.042,23.4,5.8,31
1855,2,1855.123,21.6,5.6,28
1855,3,1855.204,33,6.9,31
1855,4,1855.288,8.4,3.5,30
1855,5,1855.371,17.3,5,31
1855,6,1855.455,10,3.8,30
1855,7,1855.538,0.7,1,31
1855,8,1855.623,5.9,2.9,31
1855,9,1855.707,0,0,30
1855,10,1855.79,18.3,5.1,31
1855,11,1855.874,7.9,3.4,30
1855,12,1855.958,5.8,2.9,31
1856,1,1856.042,1,1.2,31
1856,2,1856.124,9.3,3.7,29
1856,3,1856.206,0.7,1,31
1856,4,1856.29,12.4,4.2,30
1856,5,1856.373,0,0,31
1856,6,1856.456,9.8,3.8,30
1856,7,1856.54,8.8,3.6,31
1856,8,1856.624,11.3,4,31
1856,9,1856.708,8.4,3.5,30
1856,10,1856.791,8.5,3.5,31
1856,11,1856.874,14.7,4.6,30
1856,12,1856.958,13.7,4.4,31
1857,1,1857.042,26,6.1,31
1857,2,1857.123,14.2,4.5,28
1857,3,1857.204,10,3.8,31
1857,4,1857.288,21.1,5.5,30
1857,5,1857.371,54.2,8.9,31
1857,6,1857.455,30.5,6.6,30
1857,7,1857.538,42.2,7.8,31
1857,8,1857.623,32,6.8,31
1857,9,1857.707,80.6,10.9,30
1857,10,1857.79,77.1,10.6,31
1857,11,1857.874,59.6,9.3,30
1857,12,1857.958,70.7,10.2,31
